customer,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,
PALLADIUM,1250.75,3032.15,2146.60,1489.90,1059.85,1267.10,3589.70,4245.25,2597.00,1523.65,824.00,2473.50,2884.40,3007.15,2804.15,1380.00,642.70,2991.75,2984.95,3773.15,1820.55,1891.10,1494.65,1980.00,3414.95,3185.50,4847.70,918.75,,2604.95,2565.90,3799.05,2334.55,2307.90,1505.05,2330.95,3381.45,4475.90,2407.90,584.00,1617.30,1706.20,3302.00,3695.60,2464.75,2234.75,1325.15,2007.80,4653.70,4455.80,2841.10,1965.55,,2896.75,3810.55,3303.45,3627.25,
PARC & LAC,2237.00,2715.00,3370.85,5162.20,5151.10,6536.45,5611.90,6674.30,6883.10,4818.40,7328.80,5804.90,3772.55,3398.40,4881.80,4565.55,6512.20,6457.85,6593.90,6169.75,5867.40,5455.35,4342.55,6188.95,5027.85,3967.60,5010.45,5957.05,10059.00,7367.30,8167.35,7190.65,7197.45,5321.95,5917.75,6481.30,4382.80,3850.55,3487.10,4876.45,6585.95,6469.65,8288.55,7307.95,6184.20,5733.70,3100.65,8598.70,5835.40,5227.60,4991.55,6573.00,7276.10,7650.30,8628.10,7962.20,7725.80,
PARENTHÈSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.05,470.70,565.60,250.00,
PAUDEZE,-35.45,92.00,321.35,405.35,595.00,705.10,463.50,436.00,564.55,489.05,161.10,241.00,457.70,465.80,468.25,419.00,323.40,791.25,1138.30,338.00,816.50,307.00,454.00,249.00,512.20,335.10,278.20,338.00,500.50,,334.10,969.20,364.40,811.55,,,157.60,250.50,,347.45,425.05,484.95,737.45,550.90,295.75,429.65,299.75,257.50,368.00,111.10,133.55,355.20,,,,,,
PCI AIGLE,,,246.20,,,,,,,172.25,,,,,254.05,,215.70,,111.95,,296.40,,,,,191.60,,,162.05,,296.40,,,280.45,282.45,126.55,,528.30,,,322.35,,171.60,,,167.00,,369.95,,,339.65,394.40,172.70,,135.10,,64.05,
PHILOSOPHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.00,510.75,779.00,599.80,529.90,,,,,,,,,,,,,,,,,
PHOENIX HO,670.45,622.60,721.95,456.90,676.05,641.00,770.95,652.85,754.55,734.45,648.10,912.65,677.55,771.45,794.75,773.55,725.25,966.00,799.30,687.65,946.60,771.10,784.60,774.20,867.60,896.85,985.60,830.60,1032.25,1563.05,823.20,996.80,798.40,853.90,1083.90,944.65,684.20,868.30,825.90,752.25,1024.70,800.25,752.95,978.65,812.10,1014.15,842.95,1129.35,746.50,810.25,888.90,808.85,992.20,826.10,1007.50,817.65,781.80,
PORTGITANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.65,3982.95,4828.50,5597.75,
PREALPINA,370.10,3196.00,6558.65,8709.15,8673.85,11238.55,9540.75,10323.35,11174.10,8569.80,649.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO JUNIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.00,,,,,,,,,,,,,,,
PROMENADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.30,1532.30,1019.15,1114.15,833.25,1179.35,1098.50,837.55,992.80,1493.70,690.65,2333.70,,,,,,,-546.50,,,,,,,,
PROVIDENCE,4340.90,3640.50,5732.15,5639.25,5563.80,4882.60,5270.70,5615.90,5857.50,5489.55,5506.85,5343.60,5120.95,4124.80,8498.90,2969.20,5923.10,4856.35,5946.10,5775.00,6176.75,5716.70,5602.80,6590.95,6732.35,5602.20,8136.80,6523.10,6894.60,7209.75,6428.95,7430.00,7400.30,6930.25,5419.10,6437.75,6171.05,5820.15,6899.15,6565.80,7147.00,6100.60,7517.50,7366.75,6360.40,8419.50,7272.30,6648.40,7177.25,6505.95,6270.80,6976.00,7993.10,6119.05,7905.85,7196.65,6448.80,
QAVJAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.70,355.90,388.80,157.35,,,,,,,
RAMADA ENC,,,,,,,254.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAVOIRE,,,,,,,,,,,,,,,,,1888.10,2387.00,,,925.50,,530.50,,,,,,553.00,,,,1408.60,,,475.20,,,,,1399.50,,,,,,,,,,,,1328.40,1241.50,,,2150.00,
REDMOUNTAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.05,1483.70,2446.20,3597.00,2505.50,
RELAIS DOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.05,1967.00,2962.10,2237.60,1954.70,1647.05,1511.00,1216.85,2266.85,3189.65,2966.90,1605.65,2169.05,6479.00,7569.50,9621.20,8596.85,7678.10,9669.65,4961.15,6293.00,5398.70,6803.00,11404.95,9289.85,12326.70,11655.80,16474.75,14743.60,14858.75,
REMPARTS,687.80,1364.20,2637.40,3534.65,3929.90,5979.50,5764.20,8282.90,7469.95,7203.80,7112.00,2980.05,3201.50,4265.30,4752.30,4763.30,6351.30,6872.35,9124.95,4211.60,8081.10,6309.20,7648.20,6211.35,4099.45,5381.95,6330.90,4754.05,7148.15,8461.85,6309.55,6427.05,7943.50,5569.85,7172.55,525.25,,,,,,,,,,,,,,,,,,,,,,
RENDEZ-VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.50,1021.20,1460.00,
RES LOMBAR,,1028.35,349.30,631.40,511.70,312.45,329.45,375.55,809.30,,752.70,,680.75,556.95,441.35,363.65,383.55,717.10,321.05,662.15,374.20,741.60,576.35,503.75,347.85,607.05,487.05,689.20,459.90,660.90,473.05,799.65,511.05,407.00,681.00,694.65,261.45,743.85,246.75,800.95,490.95,340.85,737.55,390.95,532.85,588.50,682.75,144.00,838.90,225.85,630.40,397.80,611.70,875.40,569.65,831.15,1087.35,
ROUSSEAU,1132.45,686.55,1763.25,154.80,2477.00,2397.15,1216.05,3211.90,5157.15,1431.70,3582.90,3198.35,3288.50,2845.15,3631.05,3669.55,4069.85,4837.95,5073.15,4088.90,4936.55,4201.70,5018.45,4997.50,3211.10,3809.90,6434.40,4037.50,6353.00,5199.90,5533.20,6453.30,5302.80,5865.20,6009.50,5527.70,5149.90,5567.10,5372.35,5710.05,7374.70,4165.40,5624.85,6555.75,6541.00,6530.05,5539.40,7003.00,6128.90,5542.65,6054.10,6209.40,6547.30,6462.20,7420.25,6450.60,7153.05,
ROYAL PLAZ,5301.15,,2142.05,28543.80,28610.35,22431.10,24380.55,34009.70,27315.05,22390.15,23361.20,24782.20,15010.10,17065.75,23412.15,20482.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAGITTA,2208.60,1204.80,1449.25,1688.65,1567.55,2391.35,2983.20,4226.55,3402.25,2459.40,2757.50,2508.80,2355.10,2408.55,3268.35,3220.35,4215.65,4465.95,4359.85,4203.90,4484.90,4219.65,3126.55,3239.10,3094.35,2949.60,3720.20,3421.05,5630.95,6043.40,5971.90,4867.85,4506.65,4616.10,4304.25,4891.20,3474.20,4214.30,4446.10,4956.05,6204.40,6394.15,6368.75,7243.30,6653.40,5910.55,3807.50,6308.70,4672.20,4547.60,5420.45,5053.80,6762.55,6869.30,8358.35,5818.70,7650.10,
SAN MARCO,,,309.40,,194.45,377.30,511.05,640.50,577.30,654.50,1153.70,765.30,989.30,1332.80,1068.60,794.45,923.05,597.75,635.60,646.30,1162.55,1196.25,1308.45,1152.50,1153.95,1399.85,1368.80,603.90,1364.35,587.80,520.90,616.35,774.60,1607.30,1507.95,1603.60,733.05,1495.45,449.80,,,,,,,,,,,,,,,,,,,
SAVOIE,428.40,964.20,734.00,1958.10,1370.70,2124.20,1862.30,1817.60,2001.10,1622.30,1016.20,662.20,460.60,740.45,1106.95,1857.25,1930.75,2392.20,2331.10,1554.95,2437.65,1955.70,1076.30,891.55,1002.90,1259.90,2524.25,649.10,1951.25,2574.55,1938.20,975.65,2670.25,2188.65,1704.30,839.45,1062.25,1283.30,1225.70,1526.35,1716.20,1608.10,1871.90,1210.20,2057.85,1099.30,513.55,,,,,,,,,,,
SAVOIRFAIR,317.70,593.40,1556.50,2246.25,3090.75,3613.50,2513.20,3678.50,3147.10,1798.55,1836.90,730.00,1370.80,396.00,2500.00,2500.00,2500.00,2642.50,2500.00,2151.20,2680.75,1958.15,1563.95,1305.30,1394.25,4800.45,3605.75,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,1394.25,2500.00,2735.05,2500.00,2964.20,2500.00,2605.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2500.00,2692.40,2500.00,2505.85,,
SIEBER,0.00,5310.00,8416.50,8954.00,590.00,2950.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOURCES,,,4407.80,416.40,908.90,1654.65,3281.20,2736.45,2287.50,1794.50,1167.50,3098.25,4374.75,3246.30,5233.60,1398.65,1306.65,2211.60,3172.95,4551.15,3002.75,1403.95,1191.70,3326.00,5381.10,3813.90,3852.75,1131.30,2849.90,3542.90,4085.75,3810.95,3990.35,3280.50,2039.05,3807.10,6356.90,5076.35,4026.65,2181.00,2095.30,2824.55,3416.70,5286.35,2869.50,3700.35,1622.35,4017.00,5911.95,5777.85,4722.20,3839.95,2004.25,3135.85,3588.40,4394.50,,
SP.FIGURES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.00,1177.50,1573.40,743.00,994.90,,329.00,799.70,712.50,445.00,579.70,172.90,,2105.60,1634.20,943.50,1310.90,,429.65,740.95,329.65,679.95,
STAFF VICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.30,446.60,459.40,138.15,566.50,948.50,572.95,658.95,
STAMOURCRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4926.30,3892.05,4253.75,2351.95,897.95,,,2245.85,1511.15,,
STAMOURGST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089.50,3831.65,3988.35,2946.75,,,,,,,
ST-GERVAIS,1200.50,1239.85,1276.85,1374.30,1433.80,1100.80,2963.85,1016.45,2591.15,1877.80,2585.65,2207.95,2244.45,2122.80,3021.40,2142.85,3000.90,2819.70,3121.65,1961.25,2518.65,3173.65,2086.20,1613.15,1721.90,1607.90,3345.25,2086.50,3684.30,3280.90,4145.35,3017.70,2723.50,3146.15,2733.70,1721.70,2029.80,1653.90,2786.40,2428.50,3668.70,2791.90,2986.20,2504.70,2777.60,3198.10,2217.40,2032.40,1800.30,2542.20,2395.40,2638.10,2853.30,3361.70,3009.10,2462.20,2874.00,
SWISS TECH,629.50,2827.60,2602.05,4431.75,4310.05,6187.15,6088.10,7223.15,8051.85,6744.90,7750.30,3532.25,3933.10,4104.00,6007.60,5495.95,8387.55,8952.30,7412.15,6892.50,8877.15,8523.80,8891.70,5320.40,4558.45,6638.60,6345.45,6293.05,10471.95,9959.85,10072.30,9644.00,9356.15,10266.55,8293.05,5375.55,1309.00,,,,,,,,,,,,,,,,,,,,,
TONI KÜPFE,,,,,,,,,,,,,242.50,362.90,381.00,289.00,235.50,282.90,211.00,204.30,152.00,226.40,313.30,208.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORGONALPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.50,1354.65,1545.85,,,,931.50,,766.55,564.35,1094.20,,1235.50,2631.20,3019.70,2311.70,793.50,2297.15,1428.85,1561.40,801.20,
TORRE,,,,,253.00,189.40,278.00,250.80,288.00,291.40,419.05,197.50,311.35,400.00,320.20,271.90,181.20,266.95,181.40,,562.10,321.30,271.50,266.40,441.30,325.80,425.90,310.60,323.50,421.00,323.50,210.30,320.00,416.80,278.20,322.30,414.50,357.80,307.40,259.30,301.30,243.00,264.00,,,,,,194.00,,,,,,,,,
TOURELLES,,386.70,955.00,1056.50,1473.60,1960.95,1655.80,1767.15,3651.10,2151.75,3239.60,2955.05,2800.60,3094.85,3558.90,3222.35,3244.55,3636.65,3533.10,3037.40,3492.35,3499.85,2534.90,3093.55,2894.90,3052.60,4114.90,3455.30,3925.90,4470.50,4489.70,4739.10,4180.50,4516.30,4544.30,2715.00,2783.00,4270.35,3749.10,4307.70,4788.40,3597.90,5207.35,4524.60,4789.25,4549.95,3726.10,2798.60,3761.60,3471.50,3430.35,3798.45,4012.15,4311.10,4602.25,4060.90,4240.55,
TOURING LA,966.90,890.90,2834.10,2980.40,3650.10,5044.25,5170.25,6128.85,5776.55,2990.45,2893.40,1914.95,985.90,1530.20,1926.15,2975.50,6080.25,7074.80,6236.55,5264.55,5897.90,4236.20,3947.95,2842.60,3407.85,3444.15,3727.75,3418.45,5783.40,6138.25,5855.05,4882.05,5157.40,3862.25,3921.30,3255.10,1724.60,2685.20,3069.05,3082.85,5074.15,4669.25,5129.05,3961.65,6298.80,4750.85,3547.15,2624.25,2481.65,2812.60,3215.85,3616.35,6113.00,6911.35,6464.25,5096.55,6241.95,
TRAVEL,,,,,,472.00,1208.00,813.00,1452.00,1345.50,,,,,427.50,700.00,1011.00,1486.50,1424.50,1918.50,2243.00,1041.00,,,878.90,,,,-878.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROISTORRE,,,,,,,,,,,,,,,24.00,,50.50,80.50,61.50,57.00,,78.30,72.50,,,129.00,32.05,48.15,87.25,,72.90,45.90,112.40,40.10,64.25,32.05,37.85,32.05,94.15,90.75,64.25,65.40,72.30,99.35,,86.15,40.10,49.90,59.10,40.10,48.15,43.75,40.10,,,,,
UNION,,,,,,,,,,,,,,,,,,,,,,,,-12139.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VATEL,2256.20,3755.35,5984.15,7193.45,9696.40,5863.20,7395.40,6135.10,9835.30,10625.95,10932.50,6829.40,8813.30,5426.30,10025.40,8733.10,10025.90,11566.45,10262.20,9326.55,12720.45,10103.20,11000.50,9706.10,9293.70,7432.35,9591.65,11392.05,13440.15,13208.55,9736.10,9562.80,11845.85,13215.45,8240.15,8045.65,11096.20,6864.00,8913.70,7927.20,10707.85,11228.25,8943.60,8174.05,12580.80,15208.30,10998.10,10620.60,10777.30,10950.85,8843.35,9214.55,12144.05,10922.25,16412.15,10667.90,14925.85,
VENETO,,,,140.00,258.00,1505.20,1216.00,1167.40,995.70,1687.65,1051.40,1501.85,1488.00,1276.05,1326.75,1072.00,2203.40,1064.50,714.65,868.00,2330.65,1380.85,1686.30,1622.35,1671.35,1908.85,2611.75,1488.75,1864.50,1804.70,800.10,570.40,1351.35,1367.40,1622.80,2229.90,1855.55,1866.80,1389.25,1075.15,1576.50,988.95,780.35,424.45,1050.95,1636.50,905.95,1478.65,1001.75,1311.00,480.90,1356.65,415.40,369.80,649.50,688.70,1027.80,
VICTORIA,,,,,,,,,1819.00,2472.75,2530.20,318.15,798.20,3509.75,5693.50,3425.05,6546.35,8742.40,7152.45,7958.65,8504.05,6691.25,6092.75,2844.80,5750.50,7186.25,970.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTORIAGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.20,,,,
VILLA TOSC,247.25,,,525.45,213.90,2583.20,4047.00,5609.30,3276.80,4560.10,4391.10,4829.35,1229.70,547.75,,3551.35,6533.70,1055.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILLARS,,,,,,,,,,,,5341.30,4564.65,4442.30,5967.85,,634.95,1398.30,4292.85,5138.00,3228.80,1032.35,,3939.85,5167.15,6071.85,5679.00,1147.30,1294.40,3177.20,3988.90,3094.85,3100.20,,,3383.00,6621.15,6188.50,4872.00,328.35,801.55,3011.90,5884.50,3996.40,1448.35,678.80,799.90,1734.40,6156.85,6508.65,5743.95,12.00,1355.25,2068.45,5226.95,4637.70,1303.15,
WARWICK,,,,,,,,,,,,,,,,,4346.85,1388.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14289.00,37946.45,34018.80,37732.95,
YOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6201.90,,5630.35,3481.85,3248.75,3430.35,10068.00,-11806.60,10905.40,7680.35,7501.00,6041.75,8119.30,7482.70,7815.90,6878.25,7556.75,7211.10,9466.10,13218.80,18821.45,22934.65,13335.45,19573.35,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
