,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 Total,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Total,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Total,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Total,,,,,2026,,,,,Grand Total,,,,
CROIX D'OR,Hôtel & Restaurant de la Croix d'Or Sàrl,6760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'579.30,1'700.85,1'700.85,0.00,0.00,1'369.15,1'474.55,1'474.55,0.00,0.00,798.60,860.25,860.25,0.00,0.00,2'215.10,2'385.70,2'385.70,0.00,0.00,2'197.20,2'366.25,2'366.25,0.00,0.00,1'522.50,1'639.60,1'639.60,0.00,0.00,2'157.30,2'323.40,2'323.40,0.00,0.00,2'119.30,2'282.55,2'282.55,0.00,0.00,2'046.15,2'203.55,2'203.55,0.00,0.00,1'676.10,1'805.15,1'805.15,0.00,0.00,1'092.50,1'176.60,1'176.60,0.00,0.00,18'773.20,20'218.45,20'218.45,0.00,0.00,1'064.65,1'150.70,1'150.70,0.00,0.00,1'749.70,1'891.25,1'891.25,0.00,0.00,1'462.95,1'581.35,1'581.35,0.00,0.00,1'646.90,1'780.15,1'780.15,0.00,0.00,2'158.10,2'332.95,2'332.95,0.00,0.00,2'184.90,2'361.90,2'361.90,0.00,0.00,1'533.80,1'658.05,1'658.05,0.00,0.00,2'014.75,2'178.05,2'178.05,0.00,0.00,1'837.90,1'986.65,1'986.65,0.00,0.00,2'028.60,2'192.90,2'192.90,0.00,0.00,1'523.70,1'647.05,1'647.05,0.00,0.00,1'141.20,1'233.50,1'233.50,0.00,0.00,20'347.15,21'994.50,21'994.50,0.00,0.00,1'415.30,1'529.95,1'529.95,0.00,0.00,1'999.65,2'161.50,2'161.50,0.00,0.00,2'263.20,2'446.85,2'446.85,0.00,0.00,1'647.90,1'781.40,1'781.40,0.00,0.00,3'187.85,3'446.15,3'446.15,0.00,0.00,2'705.40,2'924.40,2'924.40,0.00,0.00,2'051.10,2'217.15,2'217.15,0.00,0.00,2'293.50,2'479.20,2'479.20,0.00,0.00,3'011.60,3'255.45,3'255.45,0.00,0.00,3'317.85,3'586.70,3'586.70,0.00,0.00,2'752.70,2'975.80,2'975.80,0.00,0.00,2'007.85,2'170.60,2'170.60,0.00,0.00,28'653.90,30'975.15,30'975.15,0.00,0.00,1'706.30,1'844.60,1'844.60,0.00,0.00,69'480.55,75'032.70,75'032.70,0.00,0.00
CROIXVERTE,LA CROIX VERTE GRILL HOTEL Sàrl,6797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'036.65,1'120.70,1'120.70,0.00,0.00,306.90,331.70,331.70,0.00,0.00,271.35,293.40,293.40,0.00,0.00,619.10,669.35,669.35,0.00,0.00,622.80,673.30,673.30,0.00,0.00,322.75,349.00,349.00,0.00,0.00,331.00,357.90,357.90,0.00,0.00,3'510.55,3'795.35,3'795.35,0.00,0.00,507.00,548.05,548.05,0.00,0.00,357.75,386.80,386.80,0.00,0.00,386.60,418.05,418.05,0.00,0.00,719.75,778.20,778.20,0.00,0.00,926.50,1'001.60,1'001.60,0.00,0.00,956.20,1'033.75,1'033.75,0.00,0.00,906.95,980.70,980.70,0.00,0.00,443.40,479.40,479.40,0.00,0.00,628.10,679.05,679.05,0.00,0.00,629.80,680.70,680.70,0.00,0.00,427.20,461.85,461.85,0.00,0.00,444.25,480.25,480.25,0.00,0.00,7'333.50,7'928.40,7'928.40,0.00,0.00,287.65,311.00,311.00,0.00,0.00,11'131.70,12'034.75,12'034.75,0.00,0.00
DE RIVAZ,Hôtel Mont Lac,145,705.25,759.55,759.55,0.00,0.00,488.15,525.75,525.75,0.00,0.00,606.25,652.95,652.95,0.00,0.00,213.15,229.55,229.55,0.00,0.00,694.25,747.75,747.75,0.00,0.00,750.05,807.75,807.75,0.00,0.00,2'363.45,2'545.45,2'545.45,0.00,0.00,2'104.50,2'266.55,2'266.55,0.00,0.00,1'652.45,1'779.65,1'779.65,0.00,0.00,322.25,347.05,347.05,0.00,0.00,,,,,,388.50,418.40,418.40,0.00,0.00,10'288.25,11'080.40,11'080.40,0.00,0.00,203.75,219.45,219.45,0.00,0.00,821.95,885.25,885.25,0.00,0.00,328.60,353.90,353.90,0.00,0.00,,,,,,,,,,,1'594.25,1'717.00,1'717.00,0.00,0.00,1'744.95,1'879.30,1'879.30,0.00,0.00,2'372.95,2'555.65,2'555.65,0.00,0.00,1'241.00,1'336.55,1'336.55,0.00,0.00,347.20,373.95,373.95,0.00,0.00,764.70,823.60,823.60,0.00,0.00,396.30,426.80,426.80,0.00,0.00,9'815.65,10'571.45,10'571.45,0.00,0.00,405.50,438.35,438.35,0.00,0.00,1'224.50,1'323.70,1'323.70,0.00,0.00,333.15,360.15,360.15,0.00,0.00,585.00,632.40,632.40,0.00,0.00,551.15,595.80,595.80,0.00,0.00,753.55,814.55,814.55,0.00,0.00,3'599.60,3'891.20,3'891.20,0.00,0.00,2'302.00,2'488.45,2'488.45,0.00,0.00,2'353.05,2'543.65,2'543.65,0.00,0.00,486.75,526.20,526.20,0.00,0.00,,,,,,551.45,596.15,596.15,0.00,0.00,13'145.70,14'210.60,14'210.60,0.00,0.00,608.10,657.35,657.35,0.00,0.00,790.15,854.15,854.15,0.00,0.00,1'074.85,1'161.90,1'161.90,0.00,0.00,,,,,,584.75,632.10,632.10,0.00,0.00,1'297.50,1'402.60,1'402.60,0.00,0.00,2'712.15,2'931.85,2'931.85,0.00,0.00,2'644.30,2'858.50,2'858.50,0.00,0.00,2'394.20,2'588.10,2'588.10,0.00,0.00,378.45,409.10,409.10,0.00,0.00,,,,,,643.55,695.70,695.70,0.00,0.00,13'128.00,14'191.35,14'191.35,0.00,0.00,537.45,581.00,581.00,0.00,0.00,46'915.05,50'634.80,50'634.80,0.00,0.00
DENTSMIDI,Triage Forestier des Dents du Midi,6745,,,,,,,,,,,222.50,239.65,239.65,0.00,0.00,93.50,100.80,100.80,0.00,0.00,140.50,151.40,151.40,0.00,0.00,105.50,113.70,113.70,0.00,0.00,125.50,135.20,135.20,0.00,0.00,159.50,171.85,171.85,0.00,0.00,70.50,75.95,75.95,0.00,0.00,129.00,138.95,138.95,0.00,0.00,155.55,167.60,167.60,0.00,0.00,127.50,137.30,137.30,0.00,0.00,1'329.55,1'432.40,1'432.40,0.00,0.00,,,,,,82.70,89.05,89.05,0.00,0.00,119.50,128.75,128.75,0.00,0.00,70.05,75.45,75.45,0.00,0.00,163.85,176.45,176.45,0.00,0.00,103.95,111.95,111.95,0.00,0.00,93.10,100.25,100.25,0.00,0.00,149.50,161.00,161.00,0.00,0.00,101.65,109.50,109.50,0.00,0.00,63.15,68.00,68.00,0.00,0.00,173.65,186.95,186.95,0.00,0.00,139.05,149.75,149.75,0.00,0.00,1'260.15,1'357.10,1'357.10,0.00,0.00,80.35,86.85,86.85,0.00,0.00,71.15,76.90,76.90,0.00,0.00,86.75,93.80,93.80,0.00,0.00,121.20,131.00,131.00,0.00,0.00,56.20,60.75,60.75,0.00,0.00,185.65,200.70,200.70,0.00,0.00,67.15,72.60,72.60,0.00,0.00,94.20,101.80,101.80,0.00,0.00,,,,,,72.30,78.15,78.15,0.00,0.00,78.10,84.45,84.45,0.00,0.00,135.75,146.75,146.75,0.00,0.00,1'048.80,1'133.75,1'133.75,0.00,0.00,72.90,78.80,78.80,0.00,0.00,64.25,69.45,69.45,0.00,0.00,86.70,93.75,93.75,0.00,0.00,64.25,69.45,69.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.10,311.45,311.45,0.00,0.00,,,,,,3'926.60,4'234.70,4'234.70,0.00,0.00
DIO INVEST,DIO Investment SA,6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'869.50,2'013.45,2'013.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'869.50,2'013.45,2'013.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'869.50,2'013.45,2'013.45,0.00,0.00
DIVERS,Client divers,250,,,,,,,,,,,,,,,,4'440.95,4'782.90,4'782.90,0.00,0.00,205.70,221.55,221.55,0.00,0.00,46.75,50.35,50.35,0.00,0.00,2'018.95,2'174.40,2'174.40,0.00,0.00,1'000.00,1'077.00,1'077.00,0.00,0.00,2'382.25,2'565.75,2'565.75,0.00,0.00,1'954.50,2'105.05,2'105.05,0.00,0.00,140.25,151.05,151.05,0.00,0.00,653.45,703.75,703.75,0.00,0.00,12'842.80,13'831.80,13'831.80,0.00,0.00,2'265.75,2'440.20,2'440.20,0.00,0.00,1'311.85,1'412.85,1'412.85,0.00,0.00,311.40,335.40,335.40,0.00,0.00,2'284.05,2'459.90,2'459.90,0.00,0.00,4'611.00,4'966.05,4'966.05,0.00,0.00,1'443.35,1'554.50,1'554.50,0.00,0.00,178.00,191.70,191.70,0.00,0.00,1'380.00,1'486.25,1'486.25,0.00,0.00,428.00,461.00,461.00,0.00,0.00,553.20,595.80,595.80,0.00,0.00,3'959.50,4'264.40,4'264.40,0.00,0.00,451.20,485.95,485.95,0.00,0.00,19'177.30,20'654.00,20'654.00,0.00,0.00,,,,,,1'671.70,1'807.10,1'807.10,0.00,0.00,137.50,148.65,148.65,0.00,0.00,,,,,,268.75,290.50,290.50,0.00,0.00,4'420.15,4'778.15,4'778.15,0.00,0.00,8'008.50,8'657.20,8'657.20,0.00,0.00,184.15,199.10,199.10,0.00,0.00,153.50,165.95,165.95,0.00,0.00,,,,,,1'414.80,1'529.40,1'529.40,0.00,0.00,439.40,474.95,474.95,0.00,0.00,16'698.45,18'051.00,18'051.00,0.00,0.00,182.75,197.55,197.55,0.00,0.00,,,,,,,,,,,7'312.60,7'904.90,7'904.90,0.00,0.00,,,,,,3'121.20,3'374.00,3'374.00,0.00,0.00,312.80,338.15,338.15,0.00,0.00,719.20,777.45,777.45,0.00,0.00,120.00,129.70,129.70,0.00,0.00,,,,,,590.00,637.80,637.80,0.00,0.00,677.25,732.10,732.10,0.00,0.00,13'035.80,14'091.65,14'091.65,0.00,0.00,1'870.55,2'022.10,2'022.10,0.00,0.00,63'624.90,68'650.55,68'650.55,0.00,0.00
DRAKE LONG,Hôtel Drake Longchamp,31,3'006.65,3'238.35,3'238.35,0.00,0.00,3'094.75,3'333.00,3'333.00,0.00,0.00,5'714.55,6'154.50,6'154.50,0.00,0.00,7'653.00,8'242.35,8'242.35,0.00,0.00,9'439.30,10'165.90,10'165.90,0.00,0.00,11'613.20,12'507.25,12'507.25,0.00,0.00,11'256.85,12'123.85,12'123.85,0.00,0.00,9'600.30,10'339.30,10'339.30,0.00,0.00,11'489.45,12'374.05,12'374.05,0.00,0.00,9'301.90,10'018.20,10'018.20,0.00,0.00,8'857.60,9'539.75,9'539.75,0.00,0.00,5'227.30,5'629.75,5'629.75,0.00,0.00,96'254.85,103'666.25,103'666.25,0.00,0.00,4'499.60,4'845.95,4'845.95,0.00,0.00,4'625.05,4'981.20,4'981.20,0.00,0.00,8'137.40,8'763.75,8'763.75,0.00,0.00,5'061.70,5'451.35,5'451.35,0.00,0.00,9'056.25,9'753.40,9'753.40,0.00,0.00,7'990.45,8'605.60,8'605.60,0.00,0.00,7'743.70,8'339.95,8'339.95,0.00,0.00,5'732.80,6'174.20,6'174.20,0.00,0.00,10'516.35,11'326.15,11'326.15,0.00,0.00,8'027.70,8'645.80,8'645.80,0.00,0.00,6'843.75,7'370.75,7'370.75,0.00,0.00,5'593.60,6'024.40,6'024.40,0.00,0.00,83'828.35,90'282.50,90'282.50,0.00,0.00,3'995.80,4'319.20,4'319.20,0.00,0.00,5'898.90,6'376.55,6'376.55,0.00,0.00,7'495.70,8'102.75,8'102.75,0.00,0.00,7'585.85,8'200.20,8'200.20,0.00,0.00,6'675.35,7'216.10,7'216.10,0.00,0.00,9'571.10,10'346.30,10'346.30,0.00,0.00,9'476.60,10'244.25,10'244.25,0.00,0.00,6'836.20,7'389.70,7'389.70,0.00,0.00,9'164.85,9'907.25,9'907.25,0.00,0.00,8'084.15,8'738.90,8'738.90,0.00,0.00,5'489.80,5'934.45,5'934.45,0.00,0.00,6'666.75,7'206.75,7'206.75,0.00,0.00,86'941.05,93'982.40,93'982.40,0.00,0.00,4'477.65,4'840.55,4'840.55,0.00,0.00,6'229.40,6'733.95,6'733.95,0.00,0.00,7'632.85,8'251.25,8'251.25,0.00,0.00,8'269.25,8'938.85,8'938.85,0.00,0.00,8'723.70,9'430.45,9'430.45,0.00,0.00,9'213.45,9'959.75,9'959.75,0.00,0.00,10'444.25,11'290.20,11'290.20,0.00,0.00,6'730.90,7'275.95,7'275.95,0.00,0.00,8'474.00,9'160.50,9'160.50,0.00,0.00,8'350.90,9'027.35,9'027.35,0.00,0.00,6'940.40,7'502.45,7'502.45,0.00,0.00,7'069.90,7'642.75,7'642.75,0.00,0.00,92'556.65,100'054.00,100'054.00,0.00,0.00,2'389.40,2'582.85,2'582.85,0.00,0.00,361'970.30,390'568.00,390'568.00,0.00,0.00
DRAKE RES,Résidence DRAKE,6751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.70,345.40,345.40,0.00,0.00,2'682.80,2'889.45,2'889.45,0.00,0.00,1'833.45,1'974.65,1'974.65,0.00,0.00,2'067.05,2'226.30,2'226.30,0.00,0.00,6'904.00,7'435.80,7'435.80,0.00,0.00,2'014.55,2'169.75,2'169.75,0.00,0.00,2'133.45,2'297.85,2'297.85,0.00,0.00,2'194.40,2'363.35,2'363.35,0.00,0.00,1'953.35,2'103.90,2'103.90,0.00,0.00,2'341.90,2'522.00,2'522.00,0.00,0.00,2'696.75,2'904.35,2'904.35,0.00,0.00,2'506.95,2'700.00,2'700.00,0.00,0.00,2'185.05,2'353.15,2'353.15,0.00,0.00,2'123.70,2'287.05,2'287.05,0.00,0.00,2'253.85,2'427.30,2'427.30,0.00,0.00,2'179.45,2'347.15,2'347.15,0.00,0.00,2'460.30,2'649.60,2'649.60,0.00,0.00,27'043.70,29'125.45,29'125.45,0.00,0.00,2'081.25,2'249.85,2'249.85,0.00,0.00,2'179.25,2'355.90,2'355.90,0.00,0.00,2'074.00,2'242.05,2'242.05,0.00,0.00,2'352.25,2'542.85,2'542.85,0.00,0.00,2'592.35,2'802.35,2'802.35,0.00,0.00,1'555.35,1'681.30,1'681.30,0.00,0.00,2'776.60,3'001.50,3'001.50,0.00,0.00,2'300.45,2'486.55,2'486.55,0.00,0.00,2'257.45,2'440.25,2'440.25,0.00,0.00,2'368.60,2'560.45,2'560.45,0.00,0.00,1'680.20,1'816.15,1'816.15,0.00,0.00,2'332.65,2'521.30,2'521.30,0.00,0.00,26'550.40,28'700.50,28'700.50,0.00,0.00,2'463.45,2'662.85,2'662.85,0.00,0.00,2'014.10,2'177.30,2'177.30,0.00,0.00,2'277.25,2'461.60,2'461.60,0.00,0.00,1'713.05,1'851.85,1'851.85,0.00,0.00,2'700.35,2'918.95,2'918.95,0.00,0.00,2'166.95,2'342.45,2'342.45,0.00,0.00,2'265.35,2'448.75,2'448.75,0.00,0.00,2'063.90,2'231.00,2'231.00,0.00,0.00,2'254.35,2'436.85,2'436.85,0.00,0.00,6'083.20,6'575.80,6'575.80,0.00,0.00,2'691.75,2'909.75,2'909.75,0.00,0.00,2'688.65,2'906.35,2'906.35,0.00,0.00,31'382.35,33'923.50,33'923.50,0.00,0.00,1'936.00,2'092.65,2'092.65,0.00,0.00,93'816.45,101'277.90,101'277.90,0.00,0.00
EDEN PALAC,Société Anonyme Hôtelière Montreux,531,5'855.45,6'306.30,6'306.30,0.00,0.00,6'241.40,6'722.05,6'722.05,0.00,0.00,7'878.85,8'485.50,8'485.50,0.00,0.00,9'237.55,9'948.65,9'948.65,0.00,0.00,15'875.10,17'097.50,17'097.50,0.00,0.00,17'124.15,18'442.65,18'442.65,0.00,0.00,19'160.15,20'635.55,20'635.55,0.00,0.00,3'087.35,3'325.10,3'325.10,0.00,0.00,-876.80,-944.30,-944.30,0.00,0.00,,,,,,,,,,,,,,,,83'583.20,90'019.00,90'019.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83'583.20,90'019.00,90'019.00,0.00,0.00
EDENANZERE,Hôtel Eden Resort Anzère,6762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3'163.35,3'406.90,3'406.90,0.00,0.00,4'007.70,4'316.10,4'316.10,0.00,0.00,1'242.30,1'337.85,1'337.85,0.00,0.00,,,,,,2'597.00,2'796.80,2'796.80,0.00,0.00,2'675.25,2'881.10,2'881.10,0.00,0.00,4'017.30,4'326.85,4'326.85,0.00,0.00,4'566.15,4'917.70,4'917.70,0.00,0.00,2'640.75,2'844.20,2'844.20,0.00,0.00,1'646.75,1'773.50,1'773.50,0.00,0.00,1'922.90,2'071.05,2'071.05,0.00,0.00,28'479.45,30'672.05,30'672.05,0.00,0.00,4'652.80,5'029.75,5'029.75,0.00,0.00,3'619.40,3'912.50,3'912.50,0.00,0.00,3'709.80,4'010.75,4'010.75,0.00,0.00,740.00,799.95,799.95,0.00,0.00,1'284.75,1'388.95,1'388.95,0.00,0.00,1'642.60,1'775.80,1'775.80,0.00,0.00,3'484.75,3'767.15,3'767.15,0.00,0.00,3'867.80,4'181.25,4'181.25,0.00,0.00,4'356.70,4'709.80,4'709.80,0.00,0.00,2'685.55,2'903.20,2'903.20,0.00,0.00,688.70,744.55,744.55,0.00,0.00,2'044.65,2'210.45,2'210.45,0.00,0.00,32'777.50,35'434.10,35'434.10,0.00,0.00,4'141.45,4'477.15,4'477.15,0.00,0.00,5'049.95,5'459.15,5'459.15,0.00,0.00,3'593.55,3'884.40,3'884.40,0.00,0.00,781.50,844.85,844.85,0.00,0.00,2'017.35,2'180.75,2'180.75,0.00,0.00,1'861.90,2'012.70,2'012.70,0.00,0.00,3'946.60,4'266.45,4'266.45,0.00,0.00,4'698.10,5'078.85,5'078.85,0.00,0.00,5'241.35,5'665.95,5'665.95,0.00,0.00,4'321.85,4'671.95,4'671.95,0.00,0.00,829.65,896.95,896.95,0.00,0.00,2'345.80,2'535.90,2'535.90,0.00,0.00,38'829.05,41'975.05,41'975.05,0.00,0.00,3'485.00,3'767.65,3'767.65,0.00,0.00,103'571.00,111'848.85,111'848.85,0.00,0.00
ELIS,ELIS (SUISSE) SA,6796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73'281.55,79'217.50,79'217.50,0.00,0.00,160'208.30,173'185.45,173'185.45,0.00,0.00,129'679.60,140'183.60,140'183.60,0.00,0.00,125'674.90,135'854.50,135'854.50,0.00,0.00,112'594.60,121'714.80,121'714.80,0.00,0.00,112'672.40,121'798.80,121'798.80,0.00,0.00,115'928.70,125'318.85,125'318.85,0.00,0.00,830'040.05,897'273.50,897'273.50,0.00,0.00,133'737.90,144'570.45,144'570.45,0.00,0.00,164'242.45,177'546.10,177'546.10,0.00,0.00,63'978.60,69'160.80,69'160.80,0.00,0.00,62'261.70,67'304.85,67'304.85,0.00,0.00,,,,,,56'001.75,60'537.95,60'537.95,0.00,0.00,66'870.05,72'286.35,72'286.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,547'092.45,591'406.50,591'406.50,0.00,0.00,,,,,,1'377'132.50,1'488'680.00,1'488'680.00,0.00,0.00
EPFL STUDI,EPFL AVP SAO SAE,98,208.00,224.00,224.00,0.00,0.00,538.00,579.40,579.40,0.00,0.00,300.00,323.10,323.10,0.00,0.00,492.40,530.30,530.30,0.00,0.00,489.20,526.90,526.90,0.00,0.00,470.80,507.05,507.05,0.00,0.00,596.80,642.75,642.75,0.00,0.00,380.00,409.30,409.30,0.00,0.00,466.80,502.80,502.80,0.00,0.00,469.60,505.75,505.75,0.00,0.00,392.00,422.20,422.20,0.00,0.00,508.80,547.95,547.95,0.00,0.00,5'312.40,5'721.50,5'721.50,0.00,0.00,332.50,358.10,358.10,0.00,0.00,486.10,523.50,523.50,0.00,0.00,554.65,597.35,597.35,0.00,0.00,571.20,615.20,615.20,0.00,0.00,620.40,668.15,668.15,0.00,0.00,469.55,505.75,505.75,0.00,0.00,534.80,576.00,576.00,0.00,0.00,489.30,527.00,527.00,0.00,0.00,437.75,471.45,471.45,0.00,0.00,674.20,726.15,726.15,0.00,0.00,520.55,560.65,560.65,0.00,0.00,623.65,671.70,671.70,0.00,0.00,6'314.65,6'801.00,6'801.00,0.00,0.00,395.90,428.00,428.00,0.00,0.00,581.75,628.90,628.90,0.00,0.00,459.95,497.25,497.25,0.00,0.00,698.55,755.20,755.20,0.00,0.00,555.35,600.35,600.35,0.00,0.00,616.35,666.30,666.30,0.00,0.00,681.80,737.05,737.05,0.00,0.00,,,,,,,,,,,,,,,,1'920.50,2'076.05,2'076.05,0.00,0.00,,,,,,5'910.15,6'389.10,6'389.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17'537.20,18'911.60,18'911.60,0.00,0.00
EUROTEL VI,Villars Palace Hotels & Academy,173,20'543.40,22'125.30,22'125.30,0.00,0.00,17'610.80,18'966.80,18'966.80,0.00,0.00,21'340.95,22'984.20,22'984.20,0.00,0.00,990.20,1'066.45,1'066.45,0.00,0.00,,,,,,5'674.60,6'111.55,6'111.55,0.00,0.00,1'918.75,2'066.50,2'066.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,-133'895.05,-144'204.95,-144'204.95,0.00,0.00,-65'816.35,-70'884.15,-70'884.15,0.00,0.00,15'869.20,17'091.15,17'091.15,0.00,0.00,20'907.50,22'517.35,22'517.35,0.00,0.00,16'946.20,18'251.05,18'251.05,0.00,0.00,2'992.10,3'222.50,3'222.50,0.00,0.00,1'859.45,2'002.60,2'002.60,0.00,0.00,12'056.90,12'985.35,12'985.35,0.00,0.00,13'564.75,14'609.25,14'609.25,0.00,0.00,10'230.20,11'017.90,11'017.90,0.00,0.00,13'797.30,14'859.70,14'859.70,0.00,0.00,,,,,,3'844.20,4'140.20,4'140.20,0.00,0.00,10'363.50,11'161.55,11'161.55,0.00,0.00,122'431.30,131'858.60,131'858.60,0.00,0.00,21'299.20,23'024.45,23'024.45,0.00,0.00,20'124.25,21'754.35,21'754.35,0.00,0.00,13'654.90,14'760.95,14'760.95,0.00,0.00,2'185.95,2'363.00,2'363.00,0.00,0.00,7'776.70,8'406.60,8'406.60,0.00,0.00,12'212.40,13'201.65,13'201.65,0.00,0.00,17'690.35,19'123.25,19'123.25,0.00,0.00,11'971.45,12'941.10,12'941.10,0.00,0.00,13'456.85,14'546.75,14'546.75,0.00,0.00,9'418.60,10'181.50,10'181.50,0.00,0.00,,,,,,5'841.05,6'314.20,6'314.20,0.00,0.00,135'631.70,146'617.80,146'617.80,0.00,0.00,17'814.80,19'257.80,19'257.80,0.00,0.00,20'266.95,21'908.65,21'908.65,0.00,0.00,16'658.60,18'008.00,18'008.00,0.00,0.00,2'124.95,2'297.10,2'297.10,0.00,0.00,8'550.75,9'243.35,9'243.35,0.00,0.00,15'864.10,17'149.10,17'149.10,0.00,0.00,16'661.75,18'011.45,18'011.45,0.00,0.00,24'762.45,26'768.30,26'768.30,0.00,0.00,19'404.80,20'976.65,20'976.65,0.00,0.00,5'230.40,5'654.10,5'654.10,0.00,0.00,4'833.30,5'224.80,5'224.80,0.00,0.00,19'711.25,21'307.95,21'307.95,0.00,0.00,171'884.10,185'807.25,185'807.25,0.00,0.00,23'751.20,25'675.05,25'675.05,0.00,0.00,387'881.95,419'074.55,419'074.55,0.00,0.00
EVERNESS,EVERNESS SA,6803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9'940.70,10'745.95,10'745.95,0.00,0.00,10'791.40,11'665.50,11'665.50,0.00,0.00,17'571.00,18'994.25,18'994.25,0.00,0.00,21'039.00,22'743.00,22'743.00,0.00,0.00,30'662.65,33'146.80,33'146.80,0.00,0.00,34'488.70,37'282.00,37'282.00,0.00,0.00,31'471.90,34'021.20,34'021.20,0.00,0.00,33'599.65,36'321.05,36'321.05,0.00,0.00,27'515.65,29'744.70,29'744.70,0.00,0.00,21'690.25,23'447.30,23'447.30,0.00,0.00,19'871.55,21'481.30,21'481.30,0.00,0.00,21'912.85,23'687.65,23'687.65,0.00,0.00,280'555.30,303'280.70,303'280.70,0.00,0.00,19'658.85,21'251.25,21'251.25,0.00,0.00,300'214.15,324'531.95,324'531.95,0.00,0.00
EXCELSIOR,Biotonus Clinique Bon Port SA,537,7'655.70,8'245.20,8'245.20,0.00,0.00,6'711.75,7'228.45,7'228.45,0.00,0.00,7'267.90,7'827.55,7'827.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21'635.35,23'301.20,23'301.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21'635.35,23'301.20,23'301.20,0.00,0.00
