,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 Total,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,,Grand Total,,,,
INTERCONTI,Hôtel Intercontinental,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3'574.25,3'860.20,3'860.20,0.00,0.00,3'574.25,3'860.20,3'860.20,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3'574.25,3'860.20,3'860.20,0.00,0.00
INVENTIONS,Hôtel des Inventions,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.65,204.80,204.80,0.00,0.00,189.65,204.80,204.80,0.00,0.00,5'872.75,6'324.90,6'324.90,0.00,0.00,5'175.90,5'574.30,5'574.30,0.00,0.00,7'122.05,7'670.25,7'670.25,0.00,0.00,5'010.50,5'396.35,5'396.35,0.00,0.00,7'775.00,8'373.60,8'373.60,0.00,0.00,,,,,,12'404.10,13'358.85,13'358.85,0.00,0.00,8'358.60,9'001.85,9'001.85,0.00,0.00,7'589.25,8'173.55,8'173.55,0.00,0.00,6'198.25,6'675.50,6'675.50,0.00,0.00,9'451.50,10'179.25,10'179.25,0.00,0.00,564.95,608.50,608.50,0.00,0.00,75'522.85,81'336.90,81'336.90,0.00,0.00,4'484.75,4'830.10,4'830.10,0.00,0.00,5'042.80,5'431.20,5'431.20,0.00,0.00,8'784.70,9'461.20,9'461.20,0.00,0.00,5'270.55,5'676.40,5'676.40,0.00,0.00,8'538.70,9'196.05,9'196.05,0.00,0.00,5'246.80,5'650.95,5'650.95,0.00,0.00,6'093.35,6'562.50,6'562.50,0.00,0.00,5'865.40,6'316.95,6'316.95,0.00,0.00,4'512.90,4'860.30,4'860.30,0.00,0.00,5'322.25,5'732.00,5'732.00,0.00,0.00,7'127.45,7'676.30,7'676.30,0.00,0.00,1'652.95,1'780.15,1'780.15,0.00,0.00,67'942.60,73'174.10,73'174.10,0.00,0.00,7'155.95,7'706.85,7'706.85,0.00,0.00,4'116.85,4'433.90,4'433.90,0.00,0.00,1'839.85,1'981.60,1'981.60,0.00,0.00,,,,,,,,,,,2'495.00,2'687.10,2'687.10,0.00,0.00,2'949.00,3'176.00,3'176.00,0.00,0.00,3'354.70,3'613.00,3'613.00,0.00,0.00,2'942.25,3'168.75,3'168.75,0.00,0.00,1'938.45,2'087.75,2'087.75,0.00,0.00,1'001.20,1'078.20,1'078.20,0.00,0.00,57.25,61.65,61.65,0.00,0.00,27'850.50,29'994.80,29'994.80,0.00,0.00,171'505.60,184'710.60,184'710.60,0.00,0.00
JARDIN ASI,Restaurant Jardin d'Asie,633,963.00,1'040.10,1'040.10,0.00,0.00,1'363.50,1'472.65,1'472.65,0.00,0.00,910.50,983.35,983.35,0.00,0.00,1'060.00,1'144.85,1'144.85,0.00,0.00,1'205.50,1'301.95,1'301.95,0.00,0.00,798.90,862.80,862.80,0.00,0.00,757.90,818.45,818.45,0.00,0.00,787.00,849.95,849.95,0.00,0.00,731.60,790.10,790.10,0.00,0.00,1'076.00,1'162.05,1'162.05,0.00,0.00,1'175.10,1'269.15,1'269.15,0.00,0.00,1'050.90,1'135.05,1'135.05,0.00,0.00,11'879.90,12'830.45,12'830.45,0.00,0.00,898.50,970.55,970.55,0.00,0.00,845.50,913.25,913.25,0.00,0.00,1'143.00,1'234.40,1'234.40,0.00,0.00,635.00,685.80,685.80,0.00,0.00,860.60,929.45,929.45,0.00,0.00,475.00,513.00,513.00,0.00,0.00,607.75,656.40,656.40,0.00,0.00,382.50,413.10,413.10,0.00,0.00,406.00,438.50,438.50,0.00,0.00,,,,,,,,,,,,,,,,6'253.85,6'754.45,6'754.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18'133.75,19'584.90,19'584.90,0.00,0.00
KALIMERA,Restaurant Kalimera,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,23.75,23.75,0.00,0.00,22.00,23.75,23.75,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,23.75,23.75,0.00,0.00
KASHMIR,Winning & Butt SARL,465,767.30,828.70,828.70,0.00,0.00,1'047.60,1'131.45,1'131.45,0.00,0.00,1'113.50,1'202.55,1'202.55,0.00,0.00,610.85,659.75,659.75,0.00,0.00,728.90,787.15,787.15,0.00,0.00,661.30,714.20,714.20,0.00,0.00,615.10,664.20,664.20,0.00,0.00,601.15,649.30,649.30,0.00,0.00,576.75,622.85,622.85,0.00,0.00,602.60,650.85,650.85,0.00,0.00,552.75,597.00,597.00,0.00,0.00,596.45,644.20,644.20,0.00,0.00,8'474.25,9'152.20,9'152.20,0.00,0.00,676.90,730.95,730.95,0.00,0.00,607.45,656.05,656.05,0.00,0.00,638.75,689.95,689.95,0.00,0.00,530.40,572.85,572.85,0.00,0.00,643.70,695.25,695.25,0.00,0.00,399.55,431.50,431.50,0.00,0.00,796.45,860.15,860.15,0.00,0.00,620.45,670.10,670.10,0.00,0.00,506.05,546.55,546.55,0.00,0.00,786.85,849.70,849.70,0.00,0.00,830.20,896.70,896.70,0.00,0.00,679.90,734.20,734.20,0.00,0.00,7'716.65,8'333.95,8'333.95,0.00,0.00,608.30,655.05,655.05,0.00,0.00,592.90,638.40,638.40,0.00,0.00,811.70,874.20,874.20,0.00,0.00,648.95,698.90,698.90,0.00,0.00,542.95,584.75,584.75,0.00,0.00,,,,,,1'004.35,1'081.60,1'081.60,0.00,0.00,327.15,352.30,352.30,0.00,0.00,559.75,602.85,602.85,0.00,0.00,615.25,662.75,662.75,0.00,0.00,632.00,680.50,680.50,0.00,0.00,777.75,837.55,837.55,0.00,0.00,7'121.05,7'668.85,7'668.85,0.00,0.00,469.50,505.60,505.60,0.00,0.00,433.95,467.25,467.25,0.00,0.00,1'032.35,1'111.85,1'111.85,0.00,0.00,716.00,771.20,771.20,0.00,0.00,603.40,649.85,649.85,0.00,0.00,651.00,701.10,701.10,0.00,0.00,526.00,566.50,566.50,0.00,0.00,550.90,593.35,593.35,0.00,0.00,498.40,536.75,536.75,0.00,0.00,631.50,680.20,680.20,0.00,0.00,775.30,834.95,834.95,0.00,0.00,566.60,610.25,610.25,0.00,0.00,7'454.90,8'028.85,8'028.85,0.00,0.00,452.00,486.80,486.80,0.00,0.00,664.00,715.15,715.15,0.00,0.00,328.40,353.65,353.65,0.00,0.00,,,,,,,,,,,359.50,387.15,387.15,0.00,0.00,540.00,581.45,581.45,0.00,0.00,270.00,290.75,290.75,0.00,0.00,540.00,581.45,581.45,0.00,0.00,540.00,581.45,581.45,0.00,0.00,,,,,,383.00,412.50,412.50,0.00,0.00,4'076.90,4'390.35,4'390.35,0.00,0.00,34'843.75,37'574.20,37'574.20,0.00,0.00
KEMPINSKI,Le Palace Genève SA,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4'055.35,4'379.80,4'379.80,0.00,0.00,4'055.35,4'379.80,4'379.80,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3'139.55,3'381.25,3'381.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,3'139.55,3'381.25,3'381.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7'194.90,7'761.05,7'761.05,0.00,0.00
LA CIGOGNE,Hôtel de la Cigogne SA,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5'498.25,5'938.10,5'938.10,0.00,0.00,767.25,828.60,828.60,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,6'265.50,6'766.70,6'766.70,0.00,0.00,,,,,,,,,,,7'729.35,8'347.75,8'347.75,0.00,0.00,724.90,782.85,782.85,0.00,0.00,10'897.15,11'768.95,11'768.95,0.00,0.00,12'285.70,13'268.60,13'268.60,0.00,0.00,12'298.60,13'282.30,13'282.30,0.00,0.00,10'531.95,11'374.45,11'374.45,0.00,0.00,11'588.30,12'515.30,12'515.30,0.00,0.00,12'401.80,13'394.05,13'394.05,0.00,0.00,11'306.25,12'210.70,12'210.70,0.00,0.00,10'280.85,11'103.35,11'103.35,0.00,0.00,100'044.85,108'048.30,108'048.30,0.00,0.00,10'484.85,11'292.30,11'292.30,0.00,0.00,10'072.95,10'848.50,10'848.50,0.00,0.00,13'315.85,14'341.20,14'341.20,0.00,0.00,9'389.25,10'112.20,10'112.20,0.00,0.00,12'609.50,13'580.50,13'580.50,0.00,0.00,,,,,,27'980.10,30'134.70,30'134.70,0.00,0.00,11'368.35,12'243.80,12'243.80,0.00,0.00,12'104.95,13'037.15,13'037.15,0.00,0.00,13'472.25,14'509.50,14'509.50,0.00,0.00,9'103.85,9'804.90,9'804.90,0.00,0.00,9'675.50,10'420.50,10'420.50,0.00,0.00,139'577.40,150'325.25,150'325.25,0.00,0.00,9'134.70,9'838.00,9'838.00,0.00,0.00,10'320.60,11'115.45,11'115.45,0.00,0.00,12'315.65,13'264.00,13'264.00,0.00,0.00,9'356.50,10'077.00,10'077.00,0.00,0.00,11'555.20,12'444.80,12'444.80,0.00,0.00,11'056.00,11'907.30,11'907.30,0.00,0.00,12'297.45,13'244.40,13'244.40,0.00,0.00,13'274.75,14'296.80,14'296.80,0.00,0.00,12'654.80,13'629.10,13'629.10,0.00,0.00,10'984.15,11'829.90,11'829.90,0.00,0.00,10'531.75,11'342.60,11'342.60,0.00,0.00,10'830.70,11'664.60,11'664.60,0.00,0.00,134'312.25,144'653.95,144'653.95,0.00,0.00,8'154.10,8'781.95,8'781.95,0.00,0.00,11'816.35,12'726.15,12'726.15,0.00,0.00,4'062.30,4'375.05,4'375.05,0.00,0.00,,,,,,345.45,372.05,372.05,0.00,0.00,672.30,724.05,724.05,0.00,0.00,4'363.55,4'699.45,4'699.45,0.00,0.00,6'061.95,6'528.55,6'528.55,0.00,0.00,23'190.55,24'976.20,24'976.20,0.00,0.00,5'740.65,6'182.65,6'182.65,0.00,0.00,1'419.15,1'528.40,1'528.40,0.00,0.00,,,,,,65'826.35,70'894.50,70'894.50,0.00,0.00,446'026.35,480'688.70,480'688.70,0.00,0.00
LA CLAIRIE,Fondation La Clairière,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8'312.30,8'977.35,8'977.35,0.00,0.00,5'165.35,5'578.45,5'578.45,0.00,0.00,4'402.55,4'754.60,4'754.60,0.00,0.00,4'810.60,5'195.30,5'195.30,0.00,0.00,5'728.90,6'187.00,6'187.00,0.00,0.00,5'506.30,5'946.75,5'946.75,0.00,0.00,5'839.85,6'307.20,6'307.20,0.00,0.00,6'078.85,6'565.05,6'565.05,0.00,0.00,5'899.25,6'371.15,6'371.15,0.00,0.00,5'188.25,5'603.30,5'603.30,0.00,0.00,5'837.40,6'304.40,6'304.40,0.00,0.00,5'157.00,5'569.45,5'569.45,0.00,0.00,67'926.60,73'360.00,73'360.00,0.00,0.00,6'052.30,6'518.25,6'518.25,0.00,0.00,5'405.55,5'821.60,5'821.60,0.00,0.00,6'517.25,7'019.10,7'019.10,0.00,0.00,5'508.50,5'932.55,5'932.55,0.00,0.00,5'807.35,6'254.45,6'254.45,0.00,0.00,,,,,,11'404.75,12'283.10,12'283.10,0.00,0.00,6'252.35,6'733.90,6'733.90,0.00,0.00,5'337.65,5'748.70,5'748.70,0.00,0.00,6'269.10,6'751.75,6'751.75,0.00,0.00,6'194.90,6'672.15,6'672.15,0.00,0.00,5'302.55,5'710.80,5'710.80,0.00,0.00,70'052.25,75'446.35,75'446.35,0.00,0.00,5'696.35,6'135.00,6'135.00,0.00,0.00,5'188.70,5'588.20,5'588.20,0.00,0.00,5'297.65,5'705.55,5'705.55,0.00,0.00,5'701.45,6'140.40,6'140.40,0.00,0.00,6'129.10,6'600.85,6'600.85,0.00,0.00,5'004.15,5'389.60,5'389.60,0.00,0.00,6'346.40,6'834.80,6'834.80,0.00,0.00,6'791.65,7'314.70,7'314.70,0.00,0.00,6'170.85,6'645.85,6'645.85,0.00,0.00,5'906.00,6'360.90,6'360.90,0.00,0.00,4'259.70,4'587.65,4'587.65,0.00,0.00,6'363.00,6'853.25,6'853.25,0.00,0.00,68'855.00,74'156.75,74'156.75,0.00,0.00,5'225.30,5'627.85,5'627.85,0.00,0.00,4'971.75,5'354.50,5'354.50,0.00,0.00,3'351.30,3'609.30,3'609.30,0.00,0.00,-1'679.65,-1'808.95,-1'808.95,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11'868.70,12'782.70,12'782.70,0.00,0.00,218'702.55,235'745.80,235'745.80,0.00,0.00
LA LANDE,Hôtel de la Lande Sàrl,313,1'361.25,1'470.15,1'470.15,0.00,0.00,1'819.15,1'964.70,1'964.70,0.00,0.00,2'408.35,2'601.05,2'601.05,0.00,0.00,1'249.65,1'349.65,1'349.65,0.00,0.00,2'550.50,2'754.65,2'754.65,0.00,0.00,2'536.30,2'739.20,2'739.20,0.00,0.00,2'710.90,2'927.80,2'927.80,0.00,0.00,3'666.50,3'959.95,3'959.95,0.00,0.00,3'839.40,4'146.55,4'146.55,0.00,0.00,2'221.90,2'399.70,2'399.70,0.00,0.00,2'080.25,2'246.75,2'246.75,0.00,0.00,1'133.35,1'224.05,1'224.05,0.00,0.00,27'577.50,29'784.20,29'784.20,0.00,0.00,2'133.55,2'304.25,2'304.25,0.00,0.00,,,,,,1'163.60,1'256.60,1'256.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.70,755.70,755.70,0.00,0.00,3'996.85,4'316.55,4'316.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31'574.35,34'100.75,34'100.75,0.00,0.00
LA PINTE,Restaurant La Pinte des Vernes,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,86.15,86.15,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,86.15,86.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00,86.15,86.15,0.00,0.00
LA POSTE,Your Hotel Sàrl,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.45,890.40,890.40,0.00,0.00,617.70,667.10,667.10,0.00,0.00,1'149.15,1'241.05,1'241.05,0.00,0.00,3'585.00,3'871.75,3'871.75,0.00,0.00,4'269.85,4'611.40,4'611.40,0.00,0.00,5'281.75,5'704.30,5'704.30,0.00,0.00,4'727.80,5'106.05,5'106.05,0.00,0.00,5'865.10,6'334.25,6'334.25,0.00,0.00,2'424.70,2'618.65,2'618.65,0.00,0.00,712.75,769.80,769.80,0.00,0.00,29'458.25,31'814.75,31'814.75,0.00,0.00,3'227.85,3'476.40,3'476.40,0.00,0.00,2'157.15,2'323.25,2'323.25,0.00,0.00,2'917.75,3'142.35,3'142.35,0.00,0.00,3'405.25,3'667.50,3'667.50,0.00,0.00,5'168.00,5'566.00,5'566.00,0.00,0.00,,,,,,9'772.95,10'525.50,10'525.50,0.00,0.00,5'218.45,5'620.25,5'620.25,0.00,0.00,5'611.05,6'043.10,6'043.10,0.00,0.00,4'718.55,5'081.90,5'081.90,0.00,0.00,3'418.05,3'681.20,3'681.20,0.00,0.00,4'423.00,4'763.60,4'763.60,0.00,0.00,50'038.05,53'891.05,53'891.05,0.00,0.00,2'915.85,3'140.35,3'140.35,0.00,0.00,4'564.95,4'916.45,4'916.45,0.00,0.00,4'098.25,4'413.80,4'413.80,0.00,0.00,3'428.10,3'692.20,3'692.20,0.00,0.00,3'791.45,4'083.35,4'083.35,0.00,0.00,3'725.90,4'012.75,4'012.75,0.00,0.00,3'233.05,3'482.05,3'482.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,25'757.55,27'740.95,27'740.95,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105'253.85,113'446.75,113'446.75,0.00,0.00
LA RES SPA,HMC SA - La Réserve Spa,775,15'544.20,16'787.75,16'787.75,0.00,0.00,14'578.10,15'744.25,15'744.25,0.00,0.00,13'869.75,14'979.35,14'979.35,0.00,0.00,11'375.10,12'285.05,12'285.05,0.00,0.00,16'893.50,18'244.85,18'244.85,0.00,0.00,15'923.05,17'196.75,17'196.75,0.00,0.00,22'300.80,24'085.00,24'085.00,0.00,0.00,19'703.15,21'279.40,21'279.40,0.00,0.00,16'928.55,18'282.80,18'282.80,0.00,0.00,13'139.40,14'190.40,14'190.40,0.00,0.00,13'306.45,14'371.10,14'371.10,0.00,0.00,13'090.70,14'138.00,14'138.00,0.00,0.00,186'652.75,201'584.70,201'584.70,0.00,0.00,14'399.70,15'551.85,15'551.85,0.00,0.00,14'493.75,15'653.30,15'653.30,0.00,0.00,16'491.60,17'810.85,17'810.85,0.00,0.00,14'897.35,16'089.25,16'089.25,0.00,0.00,16'601.10,17'929.20,17'929.20,0.00,0.00,24'014.70,25'935.75,25'935.75,0.00,0.00,21'614.35,23'343.50,23'343.50,0.00,0.00,19'040.65,20'563.85,20'563.85,0.00,0.00,9'758.60,10'539.30,10'539.30,0.00,0.00,13'827.35,14'933.50,14'933.50,0.00,0.00,14'067.35,15'192.75,15'192.75,0.00,0.00,11'202.05,12'098.10,12'098.10,0.00,0.00,190'408.55,205'641.20,205'641.20,0.00,0.00,14'069.20,15'152.50,15'152.50,0.00,0.00,11'936.95,12'856.15,12'856.15,0.00,0.00,12'785.55,13'770.00,13'770.00,0.00,0.00,13'355.10,14'383.40,14'383.40,0.00,0.00,19'130.85,20'603.80,20'603.80,0.00,0.00,,,,,,18'245.75,19'650.55,19'650.55,0.00,0.00,,,,,,,,,,,-6.15,-6.65,-6.65,0.00,0.00,80.00,86.15,86.15,0.00,0.00,-80.00,-86.15,-86.15,0.00,0.00,89'517.25,96'409.75,96'409.75,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466'578.55,503'635.65,503'635.65,0.00,0.00
LA RESERVE,HMC SA - La Réserve,571,38'964.40,42'081.55,42'081.55,0.00,0.00,35'819.10,38'684.55,38'684.55,0.00,0.00,39'319.75,42'465.55,42'465.55,0.00,0.00,27'239.10,29'418.10,29'418.10,0.00,0.00,40'825.15,44'091.25,44'091.25,0.00,0.00,40'142.00,43'353.35,43'353.35,0.00,0.00,41'907.55,45'260.05,45'260.05,0.00,0.00,39'869.35,43'058.85,43'058.85,0.00,0.00,42'630.20,46'040.40,46'040.40,0.00,0.00,35'700.90,38'556.95,38'556.95,0.00,0.00,33'065.65,35'710.75,35'710.75,0.00,0.00,30'995.25,33'474.95,33'474.95,0.00,0.00,446'478.40,482'196.30,482'196.30,0.00,0.00,35'304.55,38'128.90,38'128.90,0.00,0.00,28'670.85,30'964.60,30'964.60,0.00,0.00,39'794.55,42'978.30,42'978.30,0.00,0.00,31'761.55,34'302.45,34'302.45,0.00,0.00,45'881.80,49'552.15,49'552.15,0.00,0.00,60'890.10,65'761.35,65'761.35,0.00,0.00,46'348.30,50'056.00,50'056.00,0.00,0.00,36'502.90,39'423.15,39'423.15,0.00,0.00,27'414.45,29'607.40,29'607.40,0.00,0.00,26'578.10,28'704.45,28'704.45,0.00,0.00,30'749.90,33'209.70,33'209.70,0.00,0.00,26'211.25,28'308.05,28'308.05,0.00,0.00,436'108.30,470'996.50,470'996.50,0.00,0.00,34'042.55,36'663.85,36'663.85,0.00,0.00,26'059.70,28'066.40,28'066.40,0.00,0.00,36'118.45,38'899.70,38'899.70,0.00,0.00,27'400.15,29'509.95,29'509.95,0.00,0.00,38'080.25,41'012.30,41'012.30,0.00,0.00,,,,,,38'356.00,41'309.35,41'309.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,200'057.10,215'461.55,215'461.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'082'643.80,1'168'654.35,1'168'654.35,0.00,0.00
LA ROSE,Hôtel de la Rose SA,58,2'997.80,3'237.70,3'237.70,0.00,0.00,4'952.05,5'348.25,5'348.25,0.00,0.00,4'965.55,5'362.80,5'362.80,0.00,0.00,5'004.50,5'404.90,5'404.90,0.00,0.00,6'129.35,6'619.70,6'619.70,0.00,0.00,5'067.90,5'473.30,5'473.30,0.00,0.00,6'200.55,6'696.60,6'696.60,0.00,0.00,5'757.55,6'218.10,6'218.10,0.00,0.00,5'632.10,6'082.75,6'082.75,0.00,0.00,4'766.95,5'148.25,5'148.25,0.00,0.00,3'968.90,4'286.45,4'286.45,0.00,0.00,4'700.65,5'076.75,5'076.75,0.00,0.00,60'143.85,64'955.55,64'955.55,0.00,0.00,3'845.45,4'153.05,4'153.05,0.00,0.00,3'655.60,3'947.95,3'947.95,0.00,0.00,4'453.50,4'809.80,4'809.80,0.00,0.00,3'401.65,3'673.80,3'673.80,0.00,0.00,4'787.35,5'170.35,5'170.35,0.00,0.00,4'788.60,5'171.60,5'171.60,0.00,0.00,5'278.15,5'700.35,5'700.35,0.00,0.00,5'378.20,5'808.50,5'808.50,0.00,0.00,5'466.30,5'903.65,5'903.65,0.00,0.00,4'733.80,5'112.45,5'112.45,0.00,0.00,4'831.50,5'218.00,5'218.00,0.00,0.00,4'171.75,4'505.60,4'505.60,0.00,0.00,54'791.85,59'175.10,59'175.10,0.00,0.00,5'053.25,5'442.35,5'442.35,0.00,0.00,3'978.45,4'284.80,4'284.80,0.00,0.00,5'115.90,5'509.80,5'509.80,0.00,0.00,5'329.70,5'740.10,5'740.10,0.00,0.00,6'050.65,6'516.50,6'516.50,0.00,0.00,,,,,,10'882.90,11'720.90,11'720.90,0.00,0.00,7'833.25,8'436.40,8'436.40,0.00,0.00,5'656.85,6'092.50,6'092.50,0.00,0.00,6'645.15,7'156.90,7'156.90,0.00,0.00,4'424.90,4'765.65,4'765.65,0.00,0.00,6'413.85,6'907.70,6'907.70,0.00,0.00,67'384.85,72'573.60,72'573.60,0.00,0.00,4'596.15,4'950.10,4'950.10,0.00,0.00,4'121.70,4'439.05,4'439.05,0.00,0.00,5'677.20,6'114.30,6'114.30,0.00,0.00,5'946.95,6'404.85,6'404.85,0.00,0.00,6'298.75,6'783.70,6'783.70,0.00,0.00,6'382.25,6'873.60,6'873.60,0.00,0.00,8'522.95,9'179.30,9'179.30,0.00,0.00,7'551.00,8'132.35,8'132.35,0.00,0.00,6'970.10,7'506.80,7'506.80,0.00,0.00,7'033.10,7'574.70,7'574.70,0.00,0.00,6'210.90,6'689.10,6'689.10,0.00,0.00,7'882.85,8'489.85,8'489.85,0.00,0.00,77'193.90,83'137.70,83'137.70,0.00,0.00,4'824.45,5'195.90,5'195.90,0.00,0.00,5'979.75,6'440.15,6'440.15,0.00,0.00,2'176.70,2'344.35,2'344.35,0.00,0.00,,,,,,2'719.40,2'928.75,2'928.75,0.00,0.00,4'480.15,4'825.15,4'825.15,0.00,0.00,8'014.20,8'631.20,8'631.20,0.00,0.00,7'590.65,8'175.10,8'175.10,0.00,0.00,4'308.35,4'640.15,4'640.15,0.00,0.00,6'405.30,6'898.45,6'898.45,0.00,0.00,995.40,1'072.05,1'072.05,0.00,0.00,2'937.10,3'163.30,3'163.30,0.00,0.00,50'431.45,54'314.55,54'314.55,0.00,0.00,309'945.90,334'156.50,334'156.50,0.00,0.00
