,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 Total,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,,Grand Total,,,,
HOME SWISS,Home Swiss Hôtel,144,,,,,,,,,,,,,,,,,,,,,2'471.55,2'669.25,2'669.25,0.00,0.00,3'585.85,3'872.70,3'872.70,0.00,0.00,981.50,1'060.00,1'060.00,0.00,0.00,2'546.05,2'749.70,2'749.70,0.00,0.00,3'605.25,3'893.60,3'893.60,0.00,0.00,4'748.85,5'128.80,5'128.80,0.00,0.00,2'263.70,2'444.80,2'444.80,0.00,0.00,2'051.00,2'215.05,2'215.05,0.00,0.00,22'253.75,24'033.90,24'033.90,0.00,0.00,3'323.15,3'589.05,3'589.05,0.00,0.00,3'213.60,3'470.70,3'470.70,0.00,0.00,4'885.10,5'275.95,5'275.95,0.00,0.00,3'900.60,4'212.70,4'212.70,0.00,0.00,5'101.70,5'509.85,5'509.85,0.00,0.00,3'559.95,3'844.70,3'844.70,0.00,0.00,3'973.65,4'291.50,4'291.50,0.00,0.00,3'507.90,3'788.60,3'788.60,0.00,0.00,5'175.25,5'589.25,5'589.25,0.00,0.00,4'290.15,4'633.35,4'633.35,0.00,0.00,4'953.25,5'349.50,5'349.50,0.00,0.00,2'551.40,2'755.60,2'755.60,0.00,0.00,48'435.70,52'310.75,52'310.75,0.00,0.00,4'377.60,4'714.65,4'714.65,0.00,0.00,3'938.70,4'242.00,4'242.00,0.00,0.00,5'169.45,5'567.60,5'567.60,0.00,0.00,3'663.50,3'945.65,3'945.65,0.00,0.00,4'958.60,5'340.40,5'340.40,0.00,0.00,,,,,,8'572.50,9'232.55,9'232.55,0.00,0.00,4'224.50,4'549.80,4'549.80,0.00,0.00,4'156.40,4'476.45,4'476.45,0.00,0.00,5'193.95,5'593.85,5'593.85,0.00,0.00,3'970.55,4'276.25,4'276.25,0.00,0.00,3'646.95,3'927.70,3'927.70,0.00,0.00,51'872.70,55'866.90,55'866.90,0.00,0.00,3'054.70,3'289.85,3'289.85,0.00,0.00,3'539.10,3'811.60,3'811.60,0.00,0.00,4'606.15,4'960.85,4'960.85,0.00,0.00,3'987.95,4'295.05,4'295.05,0.00,0.00,4'432.10,4'773.35,4'773.35,0.00,0.00,4'968.15,5'350.75,5'350.75,0.00,0.00,4'839.35,5'212.10,5'212.10,0.00,0.00,4'361.45,4'697.35,4'697.35,0.00,0.00,4'196.10,4'519.10,4'519.10,0.00,0.00,4'739.50,5'104.45,5'104.45,0.00,0.00,4'316.70,4'649.05,4'649.05,0.00,0.00,2'398.15,2'582.80,2'582.80,0.00,0.00,49'439.40,53'246.30,53'246.30,0.00,0.00,4'354.40,4'689.75,4'689.75,0.00,0.00,3'034.55,3'268.15,3'268.15,0.00,0.00,1'187.40,1'278.80,1'278.80,0.00,0.00,,,,,,503.75,542.55,542.55,0.00,0.00,1'865.10,2'008.70,2'008.70,0.00,0.00,1'977.85,2'130.10,2'130.10,0.00,0.00,2'191.00,2'359.70,2'359.70,0.00,0.00,2'335.85,2'515.70,2'515.70,0.00,0.00,1'378.15,1'484.30,1'484.30,0.00,0.00,823.20,886.60,886.60,0.00,0.00,986.50,1'062.45,1'062.45,0.00,0.00,20'637.75,22'226.80,22'226.80,0.00,0.00,192'639.30,207'684.65,207'684.65,0.00,0.00
HORLOGERS,Hôtel des Horlogers,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.75,639.10,639.10,0.00,0.00,591.75,639.10,639.10,0.00,0.00,2'636.95,2'840.00,2'840.00,0.00,0.00,2'582.15,2'781.00,2'781.00,0.00,0.00,4'046.00,4'357.40,4'357.40,0.00,0.00,2'650.35,2'854.45,2'854.45,0.00,0.00,3'018.95,3'251.35,3'251.35,0.00,0.00,,,,,,6'196.35,6'673.30,6'673.30,0.00,0.00,3'137.65,3'379.15,3'379.15,0.00,0.00,4'232.40,4'558.30,4'558.30,0.00,0.00,2'855.05,3'074.90,3'074.90,0.00,0.00,4'616.75,4'972.35,4'972.35,0.00,0.00,1'464.85,1'577.55,1'577.55,0.00,0.00,37'437.45,40'319.75,40'319.75,0.00,0.00,2'807.70,3'023.85,3'023.85,0.00,0.00,2'609.85,2'810.70,2'810.70,0.00,0.00,5'357.10,5'769.65,5'769.65,0.00,0.00,3'590.45,3'866.95,3'866.95,0.00,0.00,5'000.35,5'385.35,5'385.35,0.00,0.00,4'577.30,4'929.65,4'929.65,0.00,0.00,4'639.05,4'996.35,4'996.35,0.00,0.00,3'899.40,4'199.60,4'199.60,0.00,0.00,4'003.15,4'311.45,4'311.45,0.00,0.00,3'997.65,4'305.45,4'305.45,0.00,0.00,5'180.80,5'579.70,5'579.70,0.00,0.00,1'885.25,2'030.45,2'030.45,0.00,0.00,47'548.05,51'209.15,51'209.15,0.00,0.00,3'096.00,3'334.30,3'334.30,0.00,0.00,3'648.05,3'928.90,3'928.90,0.00,0.00,519.15,559.10,559.10,0.00,0.00,,,,,,,,,,,,,,,,617.90,665.45,665.45,0.00,0.00,322.45,347.25,347.25,0.00,0.00,790.00,850.80,850.80,0.00,0.00,593.00,638.65,638.65,0.00,0.00,1'622.85,1'747.80,1'747.80,0.00,0.00,1'506.65,1'622.65,1'622.65,0.00,0.00,12'716.05,13'694.90,13'694.90,0.00,0.00,98'293.30,105'862.90,105'862.90,0.00,0.00
HOT LAVAUX,"RPT SA, Hôtel Lavaux",143,,,,,,,,,,,,,,,,,,,,,,,,,,7'104.15,7'672.55,7'672.55,0.00,0.00,12'139.75,13'110.95,13'110.95,0.00,0.00,8'730.35,9'428.85,9'428.85,0.00,0.00,10'202.10,11'018.30,11'018.30,0.00,0.00,6'719.00,7'256.35,7'256.35,0.00,0.00,3'964.50,4'281.65,4'281.65,0.00,0.00,3'355.45,3'623.90,3'623.90,0.00,0.00,52'215.30,56'392.55,56'392.55,0.00,0.00,4'654.80,5'027.20,5'027.20,0.00,0.00,3'909.40,4'222.15,4'222.15,0.00,0.00,5'383.25,5'813.90,5'813.90,0.00,0.00,7'408.55,8'001.35,8'001.35,0.00,0.00,9'119.85,9'849.45,9'849.45,0.00,0.00,9'239.70,9'978.85,9'978.85,0.00,0.00,8'792.35,9'495.65,9'495.65,0.00,0.00,8'954.60,9'671.00,9'671.00,0.00,0.00,10'016.80,10'818.15,10'818.15,0.00,0.00,6'903.20,7'455.35,7'455.35,0.00,0.00,5'884.65,6'355.45,6'355.45,0.00,0.00,6'672.55,7'206.30,7'206.30,0.00,0.00,86'939.70,93'894.80,93'894.80,0.00,0.00,4'260.80,4'588.85,4'588.85,0.00,0.00,4'350.20,4'685.20,4'685.20,0.00,0.00,6'485.15,6'984.50,6'984.50,0.00,0.00,6'834.45,7'360.70,7'360.70,0.00,0.00,8'527.95,9'184.65,9'184.65,0.00,0.00,,,,,,18'793.35,20'240.40,20'240.40,0.00,0.00,10'404.75,11'205.85,11'205.85,0.00,0.00,9'466.75,10'195.65,10'195.65,0.00,0.00,8'129.45,8'755.40,8'755.40,0.00,0.00,5'559.60,5'987.75,5'987.75,0.00,0.00,5'997.05,6'458.70,6'458.70,0.00,0.00,88'809.50,95'647.65,95'647.65,0.00,0.00,3'965.10,4'270.45,4'270.45,0.00,0.00,5'094.30,5'486.55,5'486.55,0.00,0.00,6'459.80,6'957.15,6'957.15,0.00,0.00,8'813.20,9'491.85,9'491.85,0.00,0.00,9'540.60,10'275.25,10'275.25,0.00,0.00,11'675.05,12'574.00,12'574.00,0.00,0.00,11'880.20,12'794.95,12'794.95,0.00,0.00,13'036.65,14'040.55,14'040.55,0.00,0.00,9'829.80,10'586.75,10'586.75,0.00,0.00,9'825.55,10'582.15,10'582.15,0.00,0.00,6'737.45,7'256.20,7'256.20,0.00,0.00,7'838.40,8'441.95,8'441.95,0.00,0.00,104'696.10,112'757.80,112'757.80,0.00,0.00,6'104.85,6'574.90,6'574.90,0.00,0.00,5'887.25,6'340.50,6'340.50,0.00,0.00,2'557.15,2'754.10,2'754.10,0.00,0.00,-17.60,-18.95,-18.95,0.00,0.00,3'648.35,3'929.20,3'929.20,0.00,0.00,6'573.90,7'080.05,7'080.05,0.00,0.00,11'093.25,11'947.40,11'947.40,0.00,0.00,8'994.35,9'686.90,9'686.90,0.00,0.00,6'087.45,6'556.20,6'556.20,0.00,0.00,4'466.95,4'810.90,4'810.90,0.00,0.00,3'362.60,3'621.50,3'621.50,0.00,0.00,3'293.45,3'547.05,3'547.05,0.00,0.00,62'051.95,66'829.75,66'829.75,0.00,0.00,394'712.55,425'522.55,425'522.55,0.00,0.00
HOTEL 46 A,Haximmo SA,36,,,,,,,,,,,,,,,,,,,,,,,,,,1'224.80,1'322.80,1'322.80,0.00,0.00,2'876.95,3'107.00,3'107.00,0.00,0.00,1'186.15,1'281.00,1'281.00,0.00,0.00,2'502.10,2'702.35,2'702.35,0.00,0.00,1'452.55,1'568.80,1'568.80,0.00,0.00,1'769.00,1'910.55,1'910.55,0.00,0.00,1'329.00,1'435.30,1'435.30,0.00,0.00,12'340.55,13'327.80,13'327.80,0.00,0.00,1'152.35,1'244.55,1'244.55,0.00,0.00,1'655.90,1'788.30,1'788.30,0.00,0.00,1'786.90,1'929.85,1'929.85,0.00,0.00,1'743.30,1'882.80,1'882.80,0.00,0.00,2'568.05,2'773.50,2'773.50,0.00,0.00,1'876.80,2'026.95,2'026.95,0.00,0.00,1'949.95,2'106.00,2'106.00,0.00,0.00,2'051.55,2'215.70,2'215.70,0.00,0.00,2'077.75,2'244.00,2'244.00,0.00,0.00,2'314.95,2'500.15,2'500.15,0.00,0.00,1'875.95,2'026.00,2'026.00,0.00,0.00,1'507.05,1'627.60,1'627.60,0.00,0.00,22'560.50,24'365.40,24'365.40,0.00,0.00,1'571.55,1'692.65,1'692.65,0.00,0.00,1'289.15,1'388.45,1'388.45,0.00,0.00,1'742.55,1'876.85,1'876.85,0.00,0.00,1'648.70,1'775.65,1'775.65,0.00,0.00,1'918.85,2'066.50,2'066.50,0.00,0.00,-330.90,-356.40,-356.40,0.00,0.00,4'867.20,5'241.90,5'241.90,0.00,0.00,1'739.25,1'873.20,1'873.20,0.00,0.00,2'455.40,2'644.50,2'644.50,0.00,0.00,2'279.25,2'454.75,2'454.75,0.00,0.00,2'117.20,2'280.20,2'280.20,0.00,0.00,935.00,1'007.05,1'007.05,0.00,0.00,22'233.20,23'945.30,23'945.30,0.00,0.00,1'196.70,1'288.80,1'288.80,0.00,0.00,1'065.70,1'147.75,1'147.75,0.00,0.00,737.00,793.75,793.75,0.00,0.00,825.10,888.60,888.60,0.00,0.00,1'299.35,1'399.40,1'399.40,0.00,0.00,835.65,900.00,900.00,0.00,0.00,141.40,152.25,152.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,6'100.90,6'570.55,6'570.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63'235.15,68'209.05,68'209.05,0.00,0.00
HOTEL ALPE,Hôtel des Alpes,326,2'397.20,2'589.05,2'589.05,0.00,0.00,2'579.50,2'785.90,2'785.90,0.00,0.00,2'138.90,2'309.95,2'309.95,0.00,0.00,2'964.20,3'201.35,3'201.35,0.00,0.00,3'992.80,4'312.15,4'312.15,0.00,0.00,3'430.00,3'704.40,3'704.40,0.00,0.00,3'133.85,3'384.50,3'384.50,0.00,0.00,3'606.75,3'895.30,3'895.30,0.00,0.00,4'330.95,4'677.45,4'677.45,0.00,0.00,3'507.05,3'787.60,3'787.60,0.00,0.00,5'415.50,5'848.75,5'848.75,0.00,0.00,1'244.95,1'344.55,1'344.55,0.00,0.00,38'741.65,41'840.95,41'840.95,0.00,0.00,2'257.60,2'438.20,2'438.20,0.00,0.00,1'972.55,2'130.40,2'130.40,0.00,0.00,1'912.60,2'065.65,2'065.65,0.00,0.00,2'396.55,2'588.30,2'588.30,0.00,0.00,3'165.15,3'418.40,3'418.40,0.00,0.00,3'253.30,3'513.60,3'513.60,0.00,0.00,3'981.20,4'299.75,4'299.75,0.00,0.00,3'892.65,4'204.05,4'204.05,0.00,0.00,3'978.10,4'296.40,4'296.40,0.00,0.00,4'085.35,4'412.15,4'412.15,0.00,0.00,6'982.45,7'541.05,7'541.05,0.00,0.00,2'715.30,2'932.50,2'932.50,0.00,0.00,40'592.80,43'840.45,43'840.45,0.00,0.00,2'559.55,2'756.70,2'756.70,0.00,0.00,2'892.25,3'114.90,3'114.90,0.00,0.00,2'537.55,2'733.00,2'733.00,0.00,0.00,3'245.30,3'495.15,3'495.15,0.00,0.00,5'293.75,5'701.40,5'701.40,0.00,0.00,,,,,,6'704.15,7'220.40,7'220.40,0.00,0.00,4'256.05,4'583.80,4'583.80,0.00,0.00,3'842.95,4'138.95,4'138.95,0.00,0.00,3'735.75,4'023.40,4'023.40,0.00,0.00,4'869.30,5'244.20,5'244.20,0.00,0.00,2'252.00,2'425.40,2'425.40,0.00,0.00,42'188.60,45'437.30,45'437.30,0.00,0.00,2'681.95,2'888.45,2'888.45,0.00,0.00,2'196.50,2'365.60,2'365.60,0.00,0.00,1'815.95,1'955.75,1'955.75,0.00,0.00,2'312.70,2'490.75,2'490.75,0.00,0.00,3'189.00,3'434.40,3'434.40,0.00,0.00,3'316.95,3'572.30,3'572.30,0.00,0.00,4'203.05,4'526.60,4'526.60,0.00,0.00,4'472.55,4'816.95,4'816.95,0.00,0.00,4'416.55,4'756.50,4'756.50,0.00,0.00,4'039.95,4'351.00,4'351.00,0.00,0.00,4'771.70,5'139.10,5'139.10,0.00,0.00,1'738.05,1'871.90,1'871.90,0.00,0.00,39'154.90,42'169.30,42'169.30,0.00,0.00,2'323.30,2'502.15,2'502.15,0.00,0.00,2'941.55,3'168.10,3'168.10,0.00,0.00,1'713.25,1'845.15,1'845.15,0.00,0.00,,,,,,251.95,271.35,271.35,0.00,0.00,1'948.75,2'098.85,2'098.85,0.00,0.00,4'870.15,5'245.10,5'245.10,0.00,0.00,5'574.20,6'003.40,6'003.40,0.00,0.00,1'704.65,1'835.90,1'835.90,0.00,0.00,2'692.50,2'899.85,2'899.85,0.00,0.00,694.05,747.50,747.50,0.00,0.00,1'151.20,1'239.85,1'239.85,0.00,0.00,25'865.55,27'857.20,27'857.20,0.00,0.00,186'543.50,201'145.20,201'145.20,0.00,0.00
HOTEL FAMI,Hotel de Famille,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.90,161.90,161.90,0.00,0.00,149.90,161.90,161.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.90,161.90,161.90,0.00,0.00
HOTEL NORD,Hôtel du Nord SA,148,,,,,,,,,,,,,,,,,,,,,,,,,,2'353.85,2'542.10,2'542.10,0.00,0.00,2'135.80,2'306.70,2'306.70,0.00,0.00,1'291.95,1'395.25,1'395.25,0.00,0.00,2'449.10,2'645.00,2'645.00,0.00,0.00,1'383.60,1'494.25,1'494.25,0.00,0.00,1'294.50,1'398.05,1'398.05,0.00,0.00,633.70,684.40,684.40,0.00,0.00,11'542.50,12'465.75,12'465.75,0.00,0.00,1'189.00,1'284.15,1'284.15,0.00,0.00,1'298.95,1'402.80,1'402.80,0.00,0.00,1'453.95,1'570.25,1'570.25,0.00,0.00,1'642.95,1'774.45,1'774.45,0.00,0.00,1'648.60,1'780.50,1'780.50,0.00,0.00,2'313.05,2'498.10,2'498.10,0.00,0.00,1'551.60,1'675.70,1'675.70,0.00,0.00,2'036.85,2'199.70,2'199.70,0.00,0.00,2'030.50,2'192.85,2'192.85,0.00,0.00,1'791.60,1'935.05,1'935.05,0.00,0.00,1'787.55,1'930.45,1'930.45,0.00,0.00,995.85,1'075.50,1'075.50,0.00,0.00,19'740.45,21'319.50,21'319.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31'282.95,33'785.25,33'785.25,0.00,0.00
HOTEL PARC,Grand Hôtel du Parc,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'306.25,1'410.75,1'410.75,0.00,0.00,1'306.25,1'410.75,1'410.75,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'306.25,1'410.75,1'410.75,0.00,0.00
HOTEL REX,Madras Curry SA,575,1'116.80,1'206.10,1'206.10,0.00,0.00,862.55,931.55,931.55,0.00,0.00,1'003.40,1'083.70,1'083.70,0.00,0.00,1'147.65,1'239.40,1'239.40,0.00,0.00,1'109.70,1'198.50,1'198.50,0.00,0.00,989.00,1'068.10,1'068.10,0.00,0.00,1'244.85,1'344.45,1'344.45,0.00,0.00,1'135.80,1'226.65,1'226.65,0.00,0.00,1'282.05,1'384.60,1'384.60,0.00,0.00,998.10,1'077.95,1'077.95,0.00,0.00,1'077.30,1'163.50,1'163.50,0.00,0.00,1'129.00,1'219.35,1'219.35,0.00,0.00,13'096.20,14'143.85,14'143.85,0.00,0.00,1'406.60,1'519.10,1'519.10,0.00,0.00,1'109.75,1'198.50,1'198.50,0.00,0.00,1'130.80,1'221.35,1'221.35,0.00,0.00,1'222.00,1'319.75,1'319.75,0.00,0.00,1'200.15,1'296.15,1'296.15,0.00,0.00,1'292.75,1'396.20,1'396.20,0.00,0.00,1'276.65,1'378.75,1'378.75,0.00,0.00,944.35,1'019.90,1'019.90,0.00,0.00,991.85,1'071.20,1'071.20,0.00,0.00,1'575.90,1'701.95,1'701.95,0.00,0.00,663.25,716.30,716.30,0.00,0.00,998.40,1'078.30,1'078.30,0.00,0.00,13'812.45,14'917.45,14'917.45,0.00,0.00,881.65,949.50,949.50,0.00,0.00,1'098.65,1'183.25,1'183.25,0.00,0.00,1'010.95,1'088.80,1'088.80,0.00,0.00,1'120.25,1'206.45,1'206.45,0.00,0.00,889.15,957.60,957.60,0.00,0.00,,,,,,1'439.90,1'550.75,1'550.75,0.00,0.00,994.35,1'070.85,1'070.85,0.00,0.00,771.55,830.95,830.95,0.00,0.00,981.85,1'057.45,1'057.45,0.00,0.00,1'079.90,1'163.05,1'163.05,0.00,0.00,1'097.60,1'182.10,1'182.10,0.00,0.00,11'365.80,12'240.75,12'240.75,0.00,0.00,673.15,725.00,725.00,0.00,0.00,1'024.40,1'103.20,1'103.20,0.00,0.00,545.20,587.20,587.20,0.00,0.00,822.60,885.95,885.95,0.00,0.00,780.75,840.90,840.90,0.00,0.00,754.85,813.00,813.00,0.00,0.00,763.60,822.40,822.40,0.00,0.00,797.35,858.70,858.70,0.00,0.00,722.20,777.85,777.85,0.00,0.00,952.95,1'026.30,1'026.30,0.00,0.00,812.35,874.90,874.90,0.00,0.00,675.00,727.00,727.00,0.00,0.00,9'324.40,10'042.40,10'042.40,0.00,0.00,631.75,680.40,680.40,0.00,0.00,820.70,883.95,883.95,0.00,0.00,636.85,685.85,685.85,0.00,0.00,867.10,933.85,933.85,0.00,0.00,573.35,617.50,617.50,0.00,0.00,631.75,680.35,680.35,0.00,0.00,554.85,597.55,597.55,0.00,0.00,695.60,749.15,749.15,0.00,0.00,514.00,553.60,553.60,0.00,0.00,540.65,582.30,582.30,0.00,0.00,251.70,271.05,271.05,0.00,0.00,755.55,813.75,813.75,0.00,0.00,7'473.85,8'049.30,8'049.30,0.00,0.00,55'072.70,59'393.75,59'393.75,0.00,0.00
HOTEL VILL,IMOVE SA,578,1'168.50,1'261.95,1'261.95,0.00,0.00,1'141.65,1'233.05,1'233.05,0.00,0.00,1'542.35,1'665.85,1'665.85,0.00,0.00,1'174.35,1'268.40,1'268.40,0.00,0.00,1'064.45,1'149.60,1'149.60,0.00,0.00,1'608.85,1'737.45,1'737.45,0.00,0.00,1'026.35,1'108.45,1'108.45,0.00,0.00,824.80,890.85,890.85,0.00,0.00,769.35,830.85,830.85,0.00,0.00,,,,,,,,,,,,,,,,10'320.65,11'146.45,11'146.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.70,218.90,218.90,0.00,0.00,202.70,218.90,218.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10'523.35,11'365.35,11'365.35,0.00,0.00
HO-WAN,Restaurant Ho-Wan,584,522.55,564.40,564.40,0.00,0.00,570.80,616.55,616.55,0.00,0.00,,,,,,,,,,,384.10,414.85,414.85,0.00,0.00,486.30,525.25,525.25,0.00,0.00,229.60,248.00,248.00,0.00,0.00,420.40,453.95,453.95,0.00,0.00,211.50,228.40,228.40,0.00,0.00,507.60,548.20,548.20,0.00,0.00,479.30,517.65,517.65,0.00,0.00,400.60,432.65,432.65,0.00,0.00,4'212.75,4'549.90,4'549.90,0.00,0.00,491.80,531.15,531.15,0.00,0.00,411.80,444.75,444.75,0.00,0.00,362.50,391.50,391.50,0.00,0.00,416.20,449.50,449.50,0.00,0.00,-361.15,-390.00,-390.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'321.15,1'426.90,1'426.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5'533.90,5'976.80,5'976.80,0.00,0.00
IBIS COINT,Cogestel cie Gest.Hôtelière,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'629.60,1'760.00,1'760.00,0.00,0.00,1'629.60,1'760.00,1'760.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'629.60,1'760.00,1'760.00,0.00,0.00
IBIS GE,Hôtel Eco Voltaire sa,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'091.65,1'179.00,1'179.00,0.00,0.00,1'091.65,1'179.00,1'179.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'091.65,1'179.00,1'179.00,0.00,0.00
IBIS SION,Valotel SA,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'841.90,1'989.25,1'989.25,0.00,0.00,1'841.90,1'989.25,1'989.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'841.90,1'989.25,1'989.25,0.00,0.00
INDOCHINE,Rest. l'Indochine,682,854.00,922.35,922.35,0.00,0.00,904.50,976.85,976.85,0.00,0.00,903.00,975.30,975.30,0.00,0.00,768.50,830.00,830.00,0.00,0.00,631.50,682.05,682.05,0.00,0.00,473.50,511.35,511.35,0.00,0.00,389.50,420.65,420.65,0.00,0.00,229.00,247.30,247.30,0.00,0.00,,,,,,,,,,,,,,,,,,,,,5'153.50,5'565.85,5'565.85,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5'153.50,5'565.85,5'565.85,0.00,0.00
